REGION,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
NAmerica,PWRCOCUSAMA01,1,2024.0,7.486
NAmerica,PWRCOCUSAMA01,2,2024.0,7.486
NAmerica,PWRCOCUSAMA01,1,2025.0,7.486
NAmerica,PWRCOCUSAMA01,2,2025.0,7.486
NAmerica,PWRCOCUSAMA01,1,2026.0,7.486
NAmerica,PWRCOCUSAMA01,2,2026.0,7.486
NAmerica,PWRCOCUSAMA01,1,2027.0,7.486
NAmerica,PWRCOCUSAMA01,2,2027.0,7.486
NAmerica,PWRCOCUSAMA01,1,2028.0,7.486
NAmerica,PWRCOCUSAMA01,2,2028.0,7.486
NAmerica,PWRCOCUSAMA01,1,2029.0,7.486
NAmerica,PWRCOCUSAMA01,2,2029.0,7.486
NAmerica,PWRCOCUSAMA01,1,2030.0,7.486
NAmerica,PWRCOCUSAMA01,2,2030.0,7.486
NAmerica,PWRCOCUSAMA01,1,2031.0,7.486
NAmerica,PWRCOCUSAMA01,2,2031.0,7.486
NAmerica,PWRCOCUSAMA01,1,2032.0,7.486
NAmerica,PWRCOCUSAMA01,2,2032.0,7.486
NAmerica,PWRCOCUSAMA01,1,2033.0,7.486
NAmerica,PWRCOCUSAMA01,2,2033.0,7.486
NAmerica,PWRCOCUSAMA01,1,2034.0,7.486
NAmerica,PWRCOCUSAMA01,2,2034.0,7.486
NAmerica,PWRCOCUSAMA01,1,2035.0,7.486
NAmerica,PWRCOCUSAMA01,2,2035.0,7.486
NAmerica,PWRCOCUSAMA01,1,2036.0,7.486
NAmerica,PWRCOCUSAMA01,2,2036.0,7.486
NAmerica,PWRCOCUSAMA01,1,2037.0,7.486
NAmerica,PWRCOCUSAMA01,2,2037.0,7.486
NAmerica,PWRCOCUSAMA01,1,2038.0,7.486
NAmerica,PWRCOCUSAMA01,2,2038.0,7.486
NAmerica,PWRCOCUSAMA01,1,2039.0,7.486
NAmerica,PWRCOCUSAMA01,2,2039.0,7.486
NAmerica,PWRCOCUSAMA01,1,2040.0,7.486
NAmerica,PWRCOCUSAMA01,2,2040.0,7.486
NAmerica,PWRCOCUSAMA01,1,2041.0,7.486
NAmerica,PWRCOCUSAMA01,2,2041.0,7.486
NAmerica,PWRCOCUSAMA01,1,2042.0,7.486
NAmerica,PWRCOCUSAMA01,2,2042.0,7.486
NAmerica,PWRCOCUSAMA01,1,2043.0,7.486
NAmerica,PWRCOCUSAMA01,2,2043.0,7.486
NAmerica,PWRCOCUSAMA01,1,2044.0,7.486
NAmerica,PWRCOCUSAMA01,2,2044.0,7.486
NAmerica,PWRCOCUSAMA01,1,2045.0,7.486
NAmerica,PWRCOCUSAMA01,2,2045.0,7.486
NAmerica,PWRCOCUSAMA01,1,2046.0,7.486
NAmerica,PWRCOCUSAMA01,2,2046.0,7.486
NAmerica,PWRCOCUSAMA01,1,2047.0,7.486
NAmerica,PWRCOCUSAMA01,2,2047.0,7.486
NAmerica,PWRCOCUSAMA01,1,2048.0,7.486
NAmerica,PWRCOCUSAMA01,2,2048.0,7.486
NAmerica,PWRCOCUSAMA01,1,2049.0,7.486
NAmerica,PWRCOCUSAMA01,2,2049.0,7.486
NAmerica,PWRCOCUSAMA01,1,2050.0,7.486
NAmerica,PWRCOCUSAMA01,2,2050.0,7.486
NAmerica,PWRCOCUSASE01,1,2019.0,6.797
NAmerica,PWRCOCUSASE01,2,2019.0,6.797
NAmerica,PWRCOCUSASE01,1,2020.0,6.797
NAmerica,PWRCOCUSASE01,2,2020.0,6.797
NAmerica,PWRCOCUSASE01,1,2021.0,6.797
NAmerica,PWRCOCUSASE01,2,2021.0,6.797
NAmerica,PWRCOCUSASE01,1,2022.0,6.797
NAmerica,PWRCOCUSASE01,2,2022.0,6.797
NAmerica,PWRCOCUSASE01,1,2023.0,6.797
NAmerica,PWRCOCUSASE01,2,2023.0,6.797
NAmerica,PWRCOCUSASE01,1,2024.0,6.797
NAmerica,PWRCOCUSASE01,2,2024.0,6.797
NAmerica,PWRCOCUSASE01,1,2025.0,6.797
NAmerica,PWRCOCUSASE01,2,2025.0,6.797
NAmerica,PWRCOCUSASE01,1,2026.0,6.797
NAmerica,PWRCOCUSASE01,2,2026.0,6.797
NAmerica,PWRCOCUSASE01,1,2027.0,6.797
NAmerica,PWRCOCUSASE01,2,2027.0,6.797
NAmerica,PWRCOCUSASE01,1,2028.0,6.797
NAmerica,PWRCOCUSASE01,2,2028.0,6.797
NAmerica,PWRCOCUSASE01,1,2029.0,6.797
NAmerica,PWRCOCUSASE01,2,2029.0,6.797
NAmerica,PWRCOCUSASE01,1,2030.0,6.797
NAmerica,PWRCOCUSASE01,2,2030.0,6.797
NAmerica,PWRCOCUSASE01,1,2031.0,6.797
NAmerica,PWRCOCUSASE01,2,2031.0,6.797
NAmerica,PWRCOCUSASE01,1,2032.0,6.797
NAmerica,PWRCOCUSASE01,2,2032.0,6.797
NAmerica,PWRCOCUSASE01,1,2033.0,6.797
NAmerica,PWRCOCUSASE01,2,2033.0,6.797
NAmerica,PWRCOCUSASE01,1,2034.0,6.797
NAmerica,PWRCOCUSASE01,2,2034.0,6.797
NAmerica,PWRCOCUSASE01,1,2035.0,6.797
NAmerica,PWRCOCUSASE01,2,2035.0,6.797
NAmerica,PWRCOCUSASE01,1,2036.0,6.797
NAmerica,PWRCOCUSASE01,2,2036.0,6.797
NAmerica,PWRCOCUSASE01,1,2037.0,6.797
NAmerica,PWRCOCUSASE01,2,2037.0,6.797
NAmerica,PWRCOCUSASE01,1,2038.0,6.797
NAmerica,PWRCOCUSASE01,2,2038.0,6.797
NAmerica,PWRCOCUSASE01,1,2039.0,6.797
NAmerica,PWRCOCUSASE01,2,2039.0,6.797
NAmerica,PWRCOCUSASE01,1,2040.0,6.797
NAmerica,PWRCOCUSASE01,2,2040.0,6.797
NAmerica,PWRCOCUSASE01,1,2041.0,6.797
NAmerica,PWRCOCUSASE01,2,2041.0,6.797
NAmerica,PWRCOCUSASE01,1,2042.0,6.797
NAmerica,PWRCOCUSASE01,2,2042.0,6.797
NAmerica,PWRCOCUSASE01,1,2043.0,6.797
NAmerica,PWRCOCUSASE01,2,2043.0,6.797
NAmerica,PWRCOCUSASE01,1,2044.0,6.797
NAmerica,PWRCOCUSASE01,2,2044.0,6.797
NAmerica,PWRCOCUSASE01,1,2045.0,6.797
NAmerica,PWRCOCUSASE01,2,2045.0,6.797
NAmerica,PWRCOCUSASE01,1,2046.0,6.797
NAmerica,PWRCOCUSASE01,2,2046.0,6.797
NAmerica,PWRCOCUSASE01,1,2047.0,6.797
NAmerica,PWRCOCUSASE01,2,2047.0,6.797
NAmerica,PWRCOCUSASE01,1,2048.0,6.797
NAmerica,PWRCOCUSASE01,2,2048.0,6.797
NAmerica,PWRCOCUSASE01,1,2049.0,6.797
NAmerica,PWRCOCUSASE01,2,2049.0,6.797
NAmerica,PWRCOCUSASE01,1,2050.0,6.797
NAmerica,PWRCOCUSASE01,2,2050.0,6.797
NAmerica,PWRCOCUSAFL01,1,2019.0,6.718
NAmerica,PWRCOCUSAFL01,2,2019.0,6.718
NAmerica,PWRCOCUSAFL01,1,2020.0,6.718
NAmerica,PWRCOCUSAFL01,2,2020.0,6.718
NAmerica,PWRCOCUSAFL01,1,2021.0,6.718
NAmerica,PWRCOCUSAFL01,2,2021.0,6.718
NAmerica,PWRCOCUSAFL01,1,2022.0,6.718
NAmerica,PWRCOCUSAFL01,2,2022.0,6.718
NAmerica,PWRCOCUSAFL01,1,2023.0,6.718
NAmerica,PWRCOCUSAFL01,2,2023.0,6.718
NAmerica,PWRCOCUSAFL01,1,2024.0,6.718
NAmerica,PWRCOCUSAFL01,2,2024.0,6.718
NAmerica,PWRCOCUSAFL01,1,2025.0,6.718
NAmerica,PWRCOCUSAFL01,2,2025.0,6.718
NAmerica,PWRCOCUSAFL01,1,2026.0,6.718
NAmerica,PWRCOCUSAFL01,2,2026.0,6.718
NAmerica,PWRCOCUSAFL01,1,2027.0,6.718
NAmerica,PWRCOCUSAFL01,2,2027.0,6.718
NAmerica,PWRCOCUSAFL01,1,2028.0,6.718
NAmerica,PWRCOCUSAFL01,2,2028.0,6.718
NAmerica,PWRCOCUSAFL01,1,2029.0,6.718
NAmerica,PWRCOCUSAFL01,2,2029.0,6.718
NAmerica,PWRCOCUSAFL01,1,2030.0,6.718
NAmerica,PWRCOCUSAFL01,2,2030.0,6.718
NAmerica,PWRCOCUSAFL01,1,2031.0,6.718
NAmerica,PWRCOCUSAFL01,2,2031.0,6.718
NAmerica,PWRCOCUSAFL01,1,2032.0,6.718
NAmerica,PWRCOCUSAFL01,2,2032.0,6.718
NAmerica,PWRCOCUSAFL01,1,2033.0,6.718
NAmerica,PWRCOCUSAFL01,2,2033.0,6.718
NAmerica,PWRCOCUSAFL01,1,2034.0,6.718
NAmerica,PWRCOCUSAFL01,2,2034.0,6.718
NAmerica,PWRCOCUSAFL01,1,2035.0,6.718
NAmerica,PWRCOCUSAFL01,2,2035.0,6.718
NAmerica,PWRCOCUSAFL01,1,2036.0,6.718
NAmerica,PWRCOCUSAFL01,2,2036.0,6.718
NAmerica,PWRCOCUSAFL01,1,2037.0,6.718
NAmerica,PWRCOCUSAFL01,2,2037.0,6.718
NAmerica,PWRCOCUSAFL01,1,2038.0,6.718
NAmerica,PWRCOCUSAFL01,2,2038.0,6.718
NAmerica,PWRCOCUSAFL01,1,2039.0,6.718
NAmerica,PWRCOCUSAFL01,2,2039.0,6.718
NAmerica,PWRCOCUSAFL01,1,2040.0,6.718
NAmerica,PWRCOCUSAFL01,2,2040.0,6.718
NAmerica,PWRCOCUSAFL01,1,2041.0,6.718
NAmerica,PWRCOCUSAFL01,2,2041.0,6.718
NAmerica,PWRCOCUSAFL01,1,2042.0,6.718
NAmerica,PWRCOCUSAFL01,2,2042.0,6.718
NAmerica,PWRCOCUSAFL01,1,2043.0,6.718
NAmerica,PWRCOCUSAFL01,2,2043.0,6.718
NAmerica,PWRCOCUSAFL01,1,2044.0,6.718
NAmerica,PWRCOCUSAFL01,2,2044.0,6.718
NAmerica,PWRCOCUSAFL01,1,2045.0,6.718
NAmerica,PWRCOCUSAFL01,2,2045.0,6.718
NAmerica,PWRCOCUSAFL01,1,2046.0,6.718
NAmerica,PWRCOCUSAFL01,2,2046.0,6.718
NAmerica,PWRCOCUSAFL01,1,2047.0,6.718
NAmerica,PWRCOCUSAFL01,2,2047.0,6.718
NAmerica,PWRCOCUSAFL01,1,2048.0,6.718
NAmerica,PWRCOCUSAFL01,2,2048.0,6.718
NAmerica,PWRCOCUSAFL01,1,2049.0,6.718
NAmerica,PWRCOCUSAFL01,2,2049.0,6.718
NAmerica,PWRCOCUSAFL01,1,2050.0,6.718
NAmerica,PWRCOCUSAFL01,2,2050.0,6.718
NAmerica,PWRCOCUSANY01,1,2019.0,8.864
NAmerica,PWRCOCUSANY01,2,2019.0,8.864
NAmerica,PWRCOCUSANY01,1,2020.0,8.864
NAmerica,PWRCOCUSANY01,2,2020.0,8.864
NAmerica,PWRCOCUSANY01,1,2021.0,8.864
NAmerica,PWRCOCUSANY01,2,2021.0,8.864
NAmerica,PWRCOCUSANY01,1,2022.0,8.864
NAmerica,PWRCOCUSANY01,2,2022.0,8.864
NAmerica,PWRCOCUSANY01,1,2023.0,8.864
NAmerica,PWRCOCUSANY01,2,2023.0,8.864
NAmerica,PWRCOCUSANY01,1,2024.0,8.864
NAmerica,PWRCOCUSANY01,2,2024.0,8.864
NAmerica,PWRCOCUSANY01,1,2025.0,8.864
NAmerica,PWRCOCUSANY01,2,2025.0,8.864
NAmerica,PWRCOCUSANY01,1,2026.0,8.864
NAmerica,PWRCOCUSANY01,2,2026.0,8.864
NAmerica,PWRCOCUSANY01,1,2027.0,8.864
NAmerica,PWRCOCUSANY01,2,2027.0,8.864
NAmerica,PWRCOCUSANY01,1,2028.0,8.864
NAmerica,PWRCOCUSANY01,2,2028.0,8.864
NAmerica,PWRCOCUSANY01,1,2029.0,8.864
NAmerica,PWRCOCUSANY01,2,2029.0,8.864
NAmerica,PWRCOCUSANY01,1,2030.0,8.864
NAmerica,PWRCOCUSANY01,2,2030.0,8.864
NAmerica,PWRCOCUSANY01,1,2031.0,8.864
NAmerica,PWRCOCUSANY01,2,2031.0,8.864
NAmerica,PWRCOCUSANY01,1,2032.0,8.864
NAmerica,PWRCOCUSANY01,2,2032.0,8.864
NAmerica,PWRCOCUSANY01,1,2033.0,8.864
NAmerica,PWRCOCUSANY01,2,2033.0,8.864
NAmerica,PWRCOCUSANY01,1,2034.0,8.864
NAmerica,PWRCOCUSANY01,2,2034.0,8.864
NAmerica,PWRCOCUSANY01,1,2035.0,8.864
NAmerica,PWRCOCUSANY01,2,2035.0,8.864
NAmerica,PWRCOCUSANY01,1,2036.0,8.864
NAmerica,PWRCOCUSANY01,2,2036.0,8.864
NAmerica,PWRCOCUSANY01,1,2037.0,8.864
NAmerica,PWRCOCUSANY01,2,2037.0,8.864
NAmerica,PWRCOCUSANY01,1,2038.0,8.864
NAmerica,PWRCOCUSANY01,2,2038.0,8.864
NAmerica,PWRCOCUSANY01,1,2039.0,8.864
NAmerica,PWRCOCUSANY01,2,2039.0,8.864
NAmerica,PWRCOCUSANY01,1,2040.0,8.864
NAmerica,PWRCOCUSANY01,2,2040.0,8.864
NAmerica,PWRCOCUSANY01,1,2041.0,8.864
NAmerica,PWRCOCUSANY01,2,2041.0,8.864
NAmerica,PWRCOCUSANY01,1,2042.0,8.864
NAmerica,PWRCOCUSANY01,2,2042.0,8.864
NAmerica,PWRCOCUSANY01,1,2043.0,8.864
NAmerica,PWRCOCUSANY01,2,2043.0,8.864
NAmerica,PWRCOCUSANY01,1,2044.0,8.864
NAmerica,PWRCOCUSANY01,2,2044.0,8.864
NAmerica,PWRCOCUSANY01,1,2045.0,8.864
NAmerica,PWRCOCUSANY01,2,2045.0,8.864
NAmerica,PWRCOCUSANY01,1,2046.0,8.864
NAmerica,PWRCOCUSANY01,2,2046.0,8.864
NAmerica,PWRCOCUSANY01,1,2047.0,8.864
NAmerica,PWRCOCUSANY01,2,2047.0,8.864
NAmerica,PWRCOCUSANY01,1,2048.0,8.864
NAmerica,PWRCOCUSANY01,2,2048.0,8.864
NAmerica,PWRCOCUSANY01,1,2049.0,8.864
NAmerica,PWRCOCUSANY01,2,2049.0,8.864
NAmerica,PWRCOCUSANY01,1,2050.0,8.864
NAmerica,PWRCOCUSANY01,2,2050.0,8.864
NAmerica,PWRCOCUSANE01,1,2019.0,7.849
NAmerica,PWRCOCUSANE01,2,2019.0,7.849
NAmerica,PWRCOCUSANE01,1,2020.0,7.849
NAmerica,PWRCOCUSANE01,2,2020.0,7.849
NAmerica,PWRCOCUSANE01,1,2021.0,7.849
NAmerica,PWRCOCUSANE01,2,2021.0,7.849
NAmerica,PWRCOCUSANE01,1,2022.0,7.849
NAmerica,PWRCOCUSANE01,2,2022.0,7.849
NAmerica,PWRCOCUSANE01,1,2023.0,7.849
NAmerica,PWRCOCUSANE01,2,2023.0,7.849
NAmerica,PWRCOCUSANE01,1,2024.0,7.849
NAmerica,PWRCOCUSANE01,2,2024.0,7.849
NAmerica,PWRCOCUSANE01,1,2025.0,7.849
NAmerica,PWRCOCUSANE01,2,2025.0,7.849
NAmerica,PWRCOCUSANE01,1,2026.0,7.849
NAmerica,PWRCOCUSANE01,2,2026.0,7.849
NAmerica,PWRCOCUSANE01,1,2027.0,7.849
NAmerica,PWRCOCUSANE01,2,2027.0,7.849
NAmerica,PWRCOCUSANE01,1,2028.0,7.849
NAmerica,PWRCOCUSANE01,2,2028.0,7.849
NAmerica,PWRCOCUSANE01,1,2029.0,7.849
NAmerica,PWRCOCUSANE01,2,2029.0,7.849
NAmerica,PWRCOCUSANE01,1,2030.0,7.849
NAmerica,PWRCOCUSANE01,2,2030.0,7.849
NAmerica,PWRCOCUSANE01,1,2031.0,7.849
NAmerica,PWRCOCUSANE01,2,2031.0,7.849
NAmerica,PWRCOCUSANE01,1,2032.0,7.849
NAmerica,PWRCOCUSANE01,2,2032.0,7.849
NAmerica,PWRCOCUSANE01,1,2033.0,7.849
NAmerica,PWRCOCUSANE01,2,2033.0,7.849
NAmerica,PWRCOCUSANE01,1,2034.0,7.849
NAmerica,PWRCOCUSANE01,2,2034.0,7.849
NAmerica,PWRCOCUSANE01,1,2035.0,7.849
NAmerica,PWRCOCUSANE01,2,2035.0,7.849
NAmerica,PWRCOCUSANE01,1,2036.0,7.849
NAmerica,PWRCOCUSANE01,2,2036.0,7.849
NAmerica,PWRCOCUSANE01,1,2037.0,7.849
NAmerica,PWRCOCUSANE01,2,2037.0,7.849
NAmerica,PWRCOCUSANE01,1,2038.0,7.849
NAmerica,PWRCOCUSANE01,2,2038.0,7.849
NAmerica,PWRCOCUSANE01,1,2039.0,7.849
NAmerica,PWRCOCUSANE01,2,2039.0,7.849
NAmerica,PWRCOCUSANE01,1,2040.0,7.849
NAmerica,PWRCOCUSANE01,2,2040.0,7.849
NAmerica,PWRCOCUSANE01,1,2041.0,7.849
NAmerica,PWRCOCUSANE01,2,2041.0,7.849
NAmerica,PWRCOCUSANE01,1,2042.0,7.849
NAmerica,PWRCOCUSANE01,2,2042.0,7.849
NAmerica,PWRCOCUSANE01,1,2043.0,7.849
NAmerica,PWRCOCUSANE01,2,2043.0,7.849
NAmerica,PWRCOCUSANE01,1,2044.0,7.849
NAmerica,PWRCOCUSANE01,2,2044.0,7.849
NAmerica,PWRCOCUSANE01,1,2045.0,7.849
NAmerica,PWRCOCUSANE01,2,2045.0,7.849
NAmerica,PWRCOCUSANE01,1,2046.0,7.849
NAmerica,PWRCOCUSANE01,2,2046.0,7.849
NAmerica,PWRCOCUSANE01,1,2047.0,7.849
NAmerica,PWRCOCUSANE01,2,2047.0,7.849
NAmerica,PWRCOCUSANE01,1,2048.0,7.849
NAmerica,PWRCOCUSANE01,2,2048.0,7.849
NAmerica,PWRCOCUSANE01,1,2049.0,7.849
NAmerica,PWRCOCUSANE01,2,2049.0,7.849
NAmerica,PWRCOCUSANE01,1,2050.0,7.849
NAmerica,PWRCOCUSANE01,2,2050.0,7.849
NAmerica,PWRHYDUSANW01,1,2019.0,0.0
NAmerica,PWRHYDUSANW01,1,2020.0,0.0
NAmerica,PWRHYDUSANW01,1,2021.0,0.0
NAmerica,PWRHYDUSANW01,1,2022.0,0.0
NAmerica,PWRHYDUSANW01,1,2023.0,0.0
NAmerica,PWRHYDUSANW01,1,2024.0,0.0
NAmerica,PWRHYDUSANW01,1,2025.0,0.0
NAmerica,PWRHYDUSANW01,1,2026.0,0.0
NAmerica,PWRHYDUSANW01,1,2027.0,0.0
NAmerica,PWRHYDUSANW01,1,2028.0,0.0
NAmerica,PWRHYDUSANW01,1,2029.0,0.0
NAmerica,PWRHYDUSANW01,1,2030.0,0.0
NAmerica,PWRHYDUSANW01,1,2031.0,0.0
NAmerica,PWRHYDUSANW01,1,2032.0,0.0
NAmerica,PWRHYDUSANW01,1,2033.0,0.0
NAmerica,PWRHYDUSANW01,1,2034.0,0.0
NAmerica,PWRHYDUSANW01,1,2035.0,0.0
NAmerica,PWRHYDUSANW01,1,2036.0,0.0
NAmerica,PWRHYDUSANW01,1,2037.0,0.0
NAmerica,PWRHYDUSANW01,1,2038.0,0.0
NAmerica,PWRHYDUSANW01,1,2039.0,0.0
NAmerica,PWRHYDUSANW01,1,2040.0,0.0
NAmerica,PWRHYDUSANW01,1,2041.0,0.0
NAmerica,PWRHYDUSANW01,1,2042.0,0.0
NAmerica,PWRHYDUSANW01,1,2043.0,0.0
NAmerica,PWRHYDUSANW01,1,2044.0,0.0
NAmerica,PWRHYDUSANW01,1,2045.0,0.0
NAmerica,PWRHYDUSANW01,1,2046.0,0.0
NAmerica,PWRHYDUSANW01,1,2047.0,0.0
NAmerica,PWRHYDUSANW01,1,2048.0,0.0
NAmerica,PWRHYDUSANW01,1,2049.0,0.0
NAmerica,PWRHYDUSANW01,1,2050.0,0.0
NAmerica,PWRHYDUSACA01,1,2019.0,0.0
NAmerica,PWRHYDUSACA01,1,2020.0,0.0
NAmerica,PWRHYDUSACA01,1,2021.0,0.0
NAmerica,PWRHYDUSACA01,1,2022.0,0.0
NAmerica,PWRHYDUSACA01,1,2023.0,0.0
NAmerica,PWRHYDUSACA01,1,2024.0,0.0
NAmerica,PWRHYDUSACA01,1,2025.0,0.0
NAmerica,PWRHYDUSACA01,1,2026.0,0.0
NAmerica,PWRHYDUSACA01,1,2027.0,0.0
NAmerica,PWRHYDUSACA01,1,2028.0,0.0
NAmerica,PWRHYDUSACA01,1,2029.0,0.0
NAmerica,PWRHYDUSACA01,1,2030.0,0.0
NAmerica,PWRHYDUSACA01,1,2031.0,0.0
NAmerica,PWRHYDUSACA01,1,2032.0,0.0
NAmerica,PWRHYDUSACA01,1,2033.0,0.0
NAmerica,PWRHYDUSACA01,1,2034.0,0.0
NAmerica,PWRHYDUSACA01,1,2035.0,0.0
NAmerica,PWRHYDUSACA01,1,2036.0,0.0
NAmerica,PWRHYDUSACA01,1,2037.0,0.0
NAmerica,PWRHYDUSACA01,1,2038.0,0.0
NAmerica,PWRHYDUSACA01,1,2039.0,0.0
NAmerica,PWRHYDUSACA01,1,2040.0,0.0
NAmerica,PWRHYDUSACA01,1,2041.0,0.0
NAmerica,PWRHYDUSACA01,1,2042.0,0.0
NAmerica,PWRHYDUSACA01,1,2043.0,0.0
NAmerica,PWRHYDUSACA01,1,2044.0,0.0
NAmerica,PWRHYDUSACA01,1,2045.0,0.0
NAmerica,PWRHYDUSACA01,1,2046.0,0.0
NAmerica,PWRHYDUSACA01,1,2047.0,0.0
NAmerica,PWRHYDUSACA01,1,2048.0,0.0
NAmerica,PWRHYDUSACA01,1,2049.0,0.0
NAmerica,PWRHYDUSACA01,1,2050.0,0.0
NAmerica,PWRHYDUSAMN01,1,2019.0,
NAmerica,PWRHYDUSAMN01,1,2020.0,
NAmerica,PWRHYDUSAMN01,1,2021.0,
NAmerica,PWRHYDUSAMN01,1,2022.0,
NAmerica,PWRHYDUSAMN01,1,2023.0,
NAmerica,PWRHYDUSAMN01,1,2024.0,
NAmerica,PWRHYDUSAMN01,1,2025.0,
NAmerica,PWRHYDUSAMN01,1,2026.0,
NAmerica,PWRHYDUSAMN01,1,2027.0,
NAmerica,PWRHYDUSAMN01,1,2028.0,
NAmerica,PWRHYDUSAMN01,1,2029.0,
NAmerica,PWRHYDUSAMN01,1,2030.0,
NAmerica,PWRHYDUSAMN01,1,2031.0,
NAmerica,PWRHYDUSAMN01,1,2032.0,
NAmerica,PWRHYDUSAMN01,1,2033.0,
NAmerica,PWRHYDUSAMN01,1,2034.0,
NAmerica,PWRHYDUSAMN01,1,2035.0,
NAmerica,PWRHYDUSAMN01,1,2036.0,
NAmerica,PWRHYDUSAMN01,1,2037.0,
NAmerica,PWRHYDUSAMN01,1,2038.0,
NAmerica,PWRHYDUSAMN01,1,2039.0,
NAmerica,PWRHYDUSAMN01,1,2040.0,
NAmerica,PWRHYDUSAMN01,1,2041.0,
NAmerica,PWRHYDUSAMN01,1,2042.0,
NAmerica,PWRHYDUSAMN01,1,2043.0,
NAmerica,PWRHYDUSAMN01,1,2044.0,
NAmerica,PWRHYDUSAMN01,1,2045.0,
NAmerica,PWRHYDUSAMN01,1,2046.0,
NAmerica,PWRHYDUSAMN01,1,2047.0,
NAmerica,PWRHYDUSAMN01,1,2048.0,
NAmerica,PWRHYDUSAMN01,1,2049.0,
NAmerica,PWRHYDUSAMN01,1,2050.0,
NAmerica,PWRHYDUSASW01,1,2019.0,
NAmerica,PWRHYDUSASW01,1,2020.0,
NAmerica,PWRHYDUSASW01,1,2021.0,
NAmerica,PWRHYDUSASW01,1,2022.0,
NAmerica,PWRHYDUSASW01,1,2023.0,
NAmerica,PWRHYDUSASW01,1,2024.0,
NAmerica,PWRHYDUSASW01,1,2025.0,
NAmerica,PWRHYDUSASW01,1,2026.0,
NAmerica,PWRHYDUSASW01,1,2027.0,
NAmerica,PWRHYDUSASW01,1,2028.0,
NAmerica,PWRHYDUSASW01,1,2029.0,
NAmerica,PWRHYDUSASW01,1,2030.0,
NAmerica,PWRHYDUSASW01,1,2031.0,
NAmerica,PWRHYDUSASW01,1,2032.0,
NAmerica,PWRHYDUSASW01,1,2033.0,
NAmerica,PWRHYDUSASW01,1,2034.0,
NAmerica,PWRHYDUSASW01,1,2035.0,
NAmerica,PWRHYDUSASW01,1,2036.0,
NAmerica,PWRHYDUSASW01,1,2037.0,
NAmerica,PWRHYDUSASW01,1,2038.0,
NAmerica,PWRHYDUSASW01,1,2039.0,
NAmerica,PWRHYDUSASW01,1,2040.0,
NAmerica,PWRHYDUSASW01,1,2041.0,
NAmerica,PWRHYDUSASW01,1,2042.0,
NAmerica,PWRHYDUSASW01,1,2043.0,
NAmerica,PWRHYDUSASW01,1,2044.0,
NAmerica,PWRHYDUSASW01,1,2045.0,
NAmerica,PWRHYDUSASW01,1,2046.0,
NAmerica,PWRHYDUSASW01,1,2047.0,
NAmerica,PWRHYDUSASW01,1,2048.0,
NAmerica,PWRHYDUSASW01,1,2049.0,
NAmerica,PWRHYDUSASW01,1,2050.0,
NAmerica,PWRHYDUSACE01,1,2019.0,
NAmerica,PWRHYDUSACE01,1,2020.0,
NAmerica,PWRHYDUSACE01,1,2021.0,
NAmerica,PWRHYDUSACE01,1,2022.0,
NAmerica,PWRHYDUSACE01,1,2023.0,
NAmerica,PWRHYDUSACE01,1,2024.0,
NAmerica,PWRHYDUSACE01,1,2025.0,
NAmerica,PWRHYDUSACE01,1,2026.0,
NAmerica,PWRHYDUSACE01,1,2027.0,
NAmerica,PWRHYDUSACE01,1,2028.0,
NAmerica,PWRHYDUSACE01,1,2029.0,
NAmerica,PWRHYDUSACE01,1,2030.0,
NAmerica,PWRHYDUSACE01,1,2031.0,
NAmerica,PWRHYDUSACE01,1,2032.0,
NAmerica,PWRHYDUSACE01,1,2033.0,
NAmerica,PWRHYDUSACE01,1,2034.0,
NAmerica,PWRHYDUSACE01,1,2035.0,
NAmerica,PWRHYDUSACE01,1,2036.0,
NAmerica,PWRHYDUSACE01,1,2037.0,
NAmerica,PWRHYDUSACE01,1,2038.0,
NAmerica,PWRHYDUSACE01,1,2039.0,
NAmerica,PWRHYDUSACE01,1,2040.0,
NAmerica,PWRHYDUSACE01,1,2041.0,
NAmerica,PWRHYDUSACE01,1,2042.0,
NAmerica,PWRHYDUSACE01,1,2043.0,
NAmerica,PWRHYDUSACE01,1,2044.0,
NAmerica,PWRHYDUSACE01,1,2045.0,
NAmerica,PWRHYDUSACE01,1,2046.0,
NAmerica,PWRHYDUSACE01,1,2047.0,
NAmerica,PWRHYDUSACE01,1,2048.0,
NAmerica,PWRHYDUSACE01,1,2049.0,
NAmerica,PWRHYDUSACE01,1,2050.0,
NAmerica,PWRHYDUSATX01,1,2019.0,
NAmerica,PWRHYDUSATX01,1,2020.0,
NAmerica,PWRHYDUSATX01,1,2021.0,
NAmerica,PWRHYDUSATX01,1,2022.0,
NAmerica,PWRHYDUSATX01,1,2023.0,
NAmerica,PWRHYDUSATX01,1,2024.0,
NAmerica,PWRHYDUSATX01,1,2025.0,
NAmerica,PWRHYDUSATX01,1,2026.0,
NAmerica,PWRHYDUSATX01,1,2027.0,
NAmerica,PWRHYDUSATX01,1,2028.0,
NAmerica,PWRHYDUSATX01,1,2029.0,
NAmerica,PWRHYDUSATX01,1,2030.0,
NAmerica,PWRHYDUSATX01,1,2031.0,
NAmerica,PWRHYDUSATX01,1,2032.0,
NAmerica,PWRHYDUSATX01,1,2033.0,
NAmerica,PWRHYDUSATX01,1,2034.0,
NAmerica,PWRHYDUSATX01,1,2035.0,
NAmerica,PWRHYDUSATX01,1,2036.0,
